movie_title,duration,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,num_voted_users,gross,imdb_score,budget,movie_facebook_likes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
A Good Day to Die Hard ,-0.3947861964671626,2.003963829541321,-0.18911417235711378,0.35124470275160924,-0.2644983822107554,-0.1488678533070655,0.22102646483343194,0.4160530841176219,0.23131354340939903,5.3,0.20978121263727764,2.6651038730782313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Alamo ,1.1923600139678585,-0.46377960659609185,-0.22551773786590568,-0.3640642037997236,-0.22305850400345203,0.0659381017896144,-0.29109219829561667,-0.5703182365529781,-0.4120230344012515,6.0,0.2771406618575496,-0.396585228988531,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
The Incredibles ,0.22243732981312334,0.9636406162677058,-0.039859553771066966,-0.4290922862134811,-0.27875726503477377,-0.3743873223736546,-0.4958657571326004,2.494708030507909,3.009967749159096,8.0,0.20978121263727764,-0.4294531758261365,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cutthroat Island ,0.6192238824218786,-0.8266830530868877,-0.18911417235711378,-0.4290922862134811,-0.23865415709222212,0.030047829990418502,-0.40559435068474214,-0.5420104284308196,-0.5753174621798935,5.6,0.23672499232538644,-0.38256594781243397,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Percy Jackson & the Olympians: The Lightning Thief ,0.3546995140160418,0.43138222808120497,-0.2592737713376945,0.0261042906828216,0.22854705043850448,0.1318262127045561,0.14411100331616322,0.2540356314952731,0.5379257936875759,5.9,0.22325310248133204,-0.007468123702813622,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Men in Black ,-0.527048380670081,0.09267234468979538,-0.19705676846812292,0.15616045551033667,-0.2558093754898692,-0.08137271529663741,0.08994815944744826,1.9898611442974623,2.8483396991527012,7.3,0.20079995274124138,-0.4294531758261365,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Toy Story 2 ,-1.2324466964189793,0.22170468121985618,-0.09810525858513401,0.4813008675791243,-0.2170430378120693,0.11414891465420589,0.5268934408327833,1.8762122556234198,2.786433834346718,7.9,0.20079995274124138,-0.4294531758261365,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unstoppable ,-0.527048380670081,1.2297698103609562,3.7120242841668767,0.676385114820397,0.22854705043850448,0.1318262127045561,0.7647137250711467,0.3121627653629745,0.4347892799004078,6.8,0.2457062522214227,0.4145169284205093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rush Hour 2 ,-0.8797475385445301,-0.29442466490038705,-0.12027833939503453,-0.48170000488621095,-0.4030768996566838,-0.32831921230304495,-0.5611673534928349,0.381725723354967,2.5046225519202805,6.6,0.20079995274124138,-0.4294531758261365,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
What Lies Beneath ,0.8837482508277155,0.17331755502108337,-0.2592737713376945,0.22118853792409418,-0.3001455892708013,-0.09958568904548308,0.08424680746126774,-0.029546288934105932,1.491500656602011,6.6,0.2457062522214227,-0.4294531758261365,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
Cloudy with a Chance of Meatballs ,-0.8797475385445301,0.22170468121985618,-0.22717244538903258,-0.45367290136588145,-0.32264788872745526,-0.37385164667515913,-0.5314464167500604,0.3297573608562317,1.0548588724938266,7.0,0.2457062522214227,-0.4294531758261365,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ice Age: Dawn of the Dinosaurs ,-0.7033979596073056,0.1975111181204698,-0.2238630303427788,-0.4398219198117511,-0.3828025506412827,-0.341175429066936,-0.529809917568842,0.4238294445221399,2.081371144471159,7.0,0.20079995274124138,-0.4294531758261365,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret Life of Walter Mitty ,0.17834993507881722,1.600737777884881,-0.2592737713376945,-0.299036121385966,-0.26026527637237495,-0.17725866532732495,-0.3272535511709283,0.8854389713478753,0.10081855076523452,7.3,0.20079995274124138,2.8526527851330417,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Charlie's Angels ,-0.7033979596073056,0.14105947088856818,-0.13748729763555437,0.35124470275160924,-0.2170430378120693,-0.15422461029202011,0.21775346647099497,0.2816871227546461,1.0610902340426893,5.5,0.20978121263727764,-0.4294531758261365,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Departed ,1.8095835402481444,1.520092567553593,5.366731807293782,1.3916940213717297,2.456497491691373,0.1318262127045561,1.8135513293436896,5.109918585883416,1.1622748357775265,8.5,0.20079995274124138,0.9302764365712373,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mulan ,-0.9679223280131424,-0.16539232837032622,-0.2569571808053169,-0.3640642037997236,-0.3284405598747127,-0.14458244771910184,-0.359825163906793,0.4569833902876936,0.9939887190454237,7.5,0.20079995274124138,0.13319356033829402,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Tropic Thunder ,0.4869616982189602,1.1652536420959259,-0.2592737713376945,0.8714693620616696,-0.2170430378120693,0.0879008054279283,0.6435072050686422,1.3569131395051732,0.8479403184104273,7.0,0.20978121263727764,-0.4294531758261365,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Girl with the Dragon Tattoo ,2.1181953033882874,2.8507385380198453,6.690497825795306,0.676385114820397,-0.2170430378120693,-0.09047920217106024,0.4800684481314673,1.5068251922139246,0.7348302475494356,7.8,0.20079995274124138,2.102457136913801,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Die Hard with a Vengeance ,0.7955734613591032,-0.1250697232046822,-0.15237966534369649,0.35124470275160924,-0.3152956522713208,-0.14190406922662452,0.15730857735824777,1.3020145542453152,0.6989928966046488,7.6,0.20079995274124138,-0.4294531758261365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sherlock Holmes ,0.7955734613591032,2.0281573926407073,-0.2592737713376945,0.8714693620616696,-0.22172173373870033,-0.014413252984704767,0.6705358367068315,2.4823374520638932,2.2595460241160956,7.6,0.20079995274124138,0.5082913844479143,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Atlantis: The Lost Empire ,-0.6593105648729994,-0.1411987652709398,-0.2523239997405615,0.2862166203378517,-0.2611564565488761,-0.13440460944768806,0.2081456325683574,-0.20066599461306447,0.47028686724182384,6.8,0.3355188511817853,-0.4294531758261365,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Alvin and the Chipmunks: The Road Chip ,-0.7915727490759178,-0.7541023637887285,-0.25530247328218997,1.781862515854275,-0.2170430378120693,0.1318262127045561,1.4335667775239915,-0.6194690771660184,0.4967397822539117,5.0,0.20079995274124138,-0.4294531758261365,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Valkyrie ,0.4869616982189602,0.8507373218039026,-0.2592737713376945,0.15616045551033667,-0.2170430378120693,0.08843648112642376,0.1515544350758989,0.5329238919362472,0.4565495975699404,7.1,0.1334405035209694,-0.4294531758261365,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
You Don't Mess with the Zohan ,0.13426254034451107,0.27815632845175775,-0.18613569881548536,0.22118853792409418,-0.30616105546218403,-0.13440460944768806,0.11359821213086377,0.35459795969317026,0.6990836176240969,5.5,0.20079995274124138,-0.4294531758261365,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pixels ,-0.17434922279563192,0.7217049852738417,-0.2592737713376945,0.936497444475427,2.0109074034407994,0.1318262127045561,1.2708142944370049,-0.08677844526164541,0.3945626035202754,5.6,0.1918186928452051,1.3991487167082626,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A.I. Artificial Intelligence ,1.5891465665766138,0.9475115742014482,4.373907293417639,-0.299036121385966,-0.24333285301885313,-0.039054335115495976,-0.2680228388700529,0.9008591028917021,0.39268868548939817,7.1,0.2457062522214227,0.08630633232459146,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Haunted Mansion ,-0.9679223280131424,-0.33474727006603106,-0.2427266961064255,-0.44918596367933217,-0.31306770183006793,-0.16761650275440665,-0.4578039535952286,-0.4694376941185788,0.352622334925393,4.9,0.20079995274124138,-0.3831285945485984,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Contact ,1.7654961455138383,-0.03635999184026542,-0.2592737713376945,0.22118853792409418,-0.2170430378120693,-0.3315332664940177,0.0525198394640965,0.647673271511526,0.7110375184915523,7.4,0.20079995274124138,0.2738552443794017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Hollow Man ,0.3987869087503479,0.1329949498554394,-0.021326829512045634,-0.4399519759765786,-0.30081397440317714,-0.17725866532732495,-0.4718461723760065,-0.00680060048747232,0.3152766271350857,5.7,0.22325310248133204,-0.4294531758261365,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
The Interpreter ,0.7955734613591032,0.512027438412493,-0.08685324742787105,-0.45568877192070795,-0.38436211595015973,-0.27046623686553517,-0.4853604881951011,-0.11076384333798478,0.30534155169299276,6.4,0.15589365326106006,-0.4294531758261365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Percy Jackson: Sea of Monsters ,-0.17434922279563192,0.15718851295482578,-0.2304818604352864,0.0261042906828216,-0.22684601975358193,0.0879008054279283,-0.02175610724475531,-0.10761484828926693,0.2486971337968312,5.9,0.20079995274124138,0.8833892085575347,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lara Croft Tomb Raider: The Cradle of Life ,0.3106121192817356,-0.05248903390652302,-0.22584867937053107,0.676385114820397,2.0109074034407994,1.2031776096954783,1.1539893690164726,-0.0007479005306735778,0.2071102863487239,5.5,0.22325310248133204,-0.4294531758261365,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Now You See Me 2 ,0.8396608560934093,0.26202728638550016,-0.19010699687098992,0.22118853792409418,2.0109074034407994,0.07075918307607354,0.6195932009043851,-0.41101223440415674,0.19324660566189236,6.9,0.20079995274124138,0.2738552443794017,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Saint ,0.2665247245474295,-0.8024894899875014,-0.2010280665236275,-0.4816349768037972,-0.4137710617746976,-0.3588527271172862,-0.5711447194686508,-0.336271665605746,0.14557515083414457,6.2,0.10200609388484248,-0.4294531758261365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Spy Game ,0.17834993507881722,-0.17345684940345502,3.7120242841668767,0.22118853792409418,-0.31128534147706566,-0.23939704635279843,0.06360580165944753,0.12197672334693685,-0.7324096902712185,7.0,0.20978121263727764,-0.4294531758261365,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mission to Mars ,0.17834993507881722,0.14105947088856818,-0.2592737713376945,-0.299036121385966,-0.2319703057684635,-0.2533246145136804,-0.3374420783314176,-0.281041607182865,0.13869167737793175,5.6,0.20079995274124138,-0.4294531758261365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Rio ,-0.6152231701386933,0.6168662118431674,-0.2238630303427788,0.22118853792409418,-0.3150728572271955,-0.21636299131749362,0.04101155489939878,0.4141636870883912,1.3232583614006848,7.0,0.20079995274124138,0.46140415643421184,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bicentennial Man ,0.9719230402963278,-0.5686183800267661,-0.2592737713376945,2.69225566964688,-0.2170430378120693,0.10879215766925128,2.320654914336746,-0.09993792983365582,0.10069909736673771,6.8,0.2457062522214227,-0.4294531758261365,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Volcano ,-0.2625240122642442,-0.6411990693249253,-0.23246750946303868,-0.299036121385966,-0.2965808685647967,-0.07601595831168279,-0.3289956309444835,-0.2958916048862924,-0.05315103893520781,5.4,0.20079995274124138,-0.33567871979873143,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
The Devil's Own ,0.046087750875898795,-0.7863604479212438,-0.23312939247228945,0.22118853792409418,2.0109074034407994,0.6675019112000172,0.7809731362909949,-0.3795885785495828,-0.11896131480526567,6.1,0.18283743294916885,-0.3835505796007217,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
K-19: The Widowmaker ,1.2364474087021646,-0.22184397560222782,-0.2592737713376945,0.41627278516536675,-0.30571546537393346,-0.3379613748759632,0.20350008650554366,-0.3549998993165417,-0.22931667061446484,6.7,0.2457062522214227,-0.4294531758261365,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Fantastic Four ,-0.43887359120146874,1.6571894251167825,-0.2169132587456458,-0.4553636315086391,-0.3596318660522529,-0.362066781308259,-0.529651546680337,0.05055751564201587,0.07054148065167666,4.3,0.3355188511817853,1.4929231727356678,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Conan the Barbarian ,0.8396608560934093,0.020091655391636182,-0.10439314717301625,-0.43435956088899547,-0.28588670644678293,-0.3058208329662356,-0.4893725507038948,0.06765490139073871,-0.1949757798500319,6.9,-0.11354414362002783,-0.4294531758261365,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella Man ,1.5009717771080016,0.30234989155114417,0.40260923791306735,-0.4499012725858835,-0.29390732803529324,-0.11619163569884237,-0.4630301929158941,0.30083301265085066,0.1497108525389329,8.0,0.1918186928452051,-0.4294531758261365,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Nutcracker in 3D ,0.002000356141592655,-0.9395863475506909,-0.22750338689365798,-0.4364404595262357,-0.242441672842352,-0.10708514882441954,-0.45220818220138476,-0.6652786682957876,-0.7300662762907124,4.4,0.20079995274124138,-0.3925060401513389,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Seabiscuit ,1.3246221981707769,0.09267234468979538,-0.13417788258930055,0.2862166203378517,-0.2288511751507095,-0.08297974239212379,0.13270829934380218,-0.29964388109171197,0.9872464451181389,7.3,0.18732806289718698,-0.4294531758261365,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Twister ,0.13426254034451107,-0.3992634383310614,-0.22584867937053107,0.936497444475427,-0.22907397019483478,0.050403506533246024,0.7889444710124139,0.2730887089058312,2.7272366583849332,6.3,0.20978121263727764,-0.4294531758261365,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Fast and the Furious ,-0.17434922279563192,0.18944659708734096,-0.14112765418643355,1.0015255268891845,2.67929253581666,1.7388533081909394,1.796605644273653,1.1227870149988157,1.336055880420899,6.7,-0.032712804555701476,0.2269680163656991,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cast Away ,1.4568843823736952,0.46364031221372015,-0.2592737713376945,0.4813008675791243,-0.34849211384598855,-0.2581456958001395,0.23987260056552867,1.9322047023212534,2.6118789910885143,7.7,0.20079995274124138,0.648953068489022,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Happy Feet ,-0.08617443332701963,0.3426724967167881,-0.011067642868658824,2.69225566964688,4.016062800568382,0.11629161744818774,3.1516797566187256,0.19650514932101293,2.1016874131410543,6.5,0.2457062522214227,-0.4294531758261365,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Bourne Supremacy ,-0.08617443332701963,0.6088016908100385,-0.08685324742787105,0.35124470275160924,-0.2604880714165002,-0.33474732068499047,0.15134327389122557,1.6266858879630168,1.7875396204475642,7.8,0.1334405035209694,-0.4294531758261365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Air Force One ,0.6192238824218786,-0.17345684940345502,-0.17686933668597468,0.22118853792409418,1.7881123593155126,0.0975429680008466,0.6497892503126745,0.28688462195084563,1.738458274794773,6.4,0.17834680300115072,-0.4294531758261365,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ocean's Eleven ,0.2665247245474295,0.18138207605421217,-0.2592737713376945,0.22118853792409418,-0.2170430378120693,-0.15154623179954282,0.0915318683324984,1.987414872354353,1.8928579053194539,7.8,0.17834680300115072,-0.4294531758261365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Three Musketeers ,0.002000356141592655,0.5200919594456218,-0.07891065131686191,0.41627278516536675,1.342522271064939,2.2745290066864006,0.865754351937346,-0.09491942614548862,-0.44195850845278484,5.8,0.1334405035209694,0.46140415643421184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hotel Transylvania ,-0.835660143810224,0.7458985483732282,-0.17124333110734322,0.2862166203378517,2.0109074034407994,5.4885831976591675,1.3645170701358051,0.4063077731247477,1.3904675619760296,7.1,0.17834680300115072,0.8833892085575347,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Enchanted ,-0.13026182806132577,0.4717048332468489,-0.24735987717118083,-0.47571742130414524,-0.40820118567156544,-0.34063975336844055,-0.5612729340851715,0.2627666346092971,1.095467902824948,7.1,0.17834680300115072,-0.4294531758261365,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Safe House ,0.22243732981312334,1.0846084317646378,-0.23312939247228945,0.676385114820397,3.124882624067234,0.03540458697537311,1.316741852103459,0.4231797571226149,1.0731745830605646,6.8,0.17834680300115072,0.46140415643421184,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
102 Dalmatians ,-0.43887359120146874,-0.6411990693249253,-0.24735987717118083,-0.3640642037997236,-0.2627160218577531,-0.16868785415139756,-0.3754510915726211,-0.5068013490545238,0.22554655265236767,4.8,0.17834680300115072,-0.41201112700503917,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tower Heist ,-0.2625240122642442,0.5846081277106522,-0.12027833939503453,-0.3640642037997236,-0.23798577195984627,-0.1172629870958333,-0.39730627418631304,0.04781954731544645,0.38399117817847206,6.2,0.1334405035209694,-0.4294531758261365,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Holiday ,1.2364474087021646,-0.05248903390652302,-0.16727203305183863,0.41627278516536675,0.22854705043850448,-0.2897505620113717,0.3235452199923447,0.5296754549386226,0.17233782293914654,6.9,0.17834680300115072,0.46140415643421184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Enemy of the State ,1.3246221981707769,-0.6653926324243118,3.7120242841668767,0.15616045551033667,-0.29279335281466684,-0.07226622842221457,0.0346767193591982,0.5652027485514204,0.8640851810639507,7.3,0.20079995274124138,-0.4294531758261365,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
It's Complicated ,0.44287430348465406,0.18944659708734096,-0.16727203305183863,0.22118853792409418,0.005752006313217594,0.11200621186022405,0.2075649393105057,-0.21877105877737701,0.8806778794331714,6.6,0.17834680300115072,-0.4294531758261365,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ocean's Thirteen ,0.5310490929532664,0.6007371697769098,-0.2592737713376945,0.41627278516536675,2.456497491691373,5.4885831976591675,1.7001049828779309,1.0213893744301008,0.944255533490864,6.9,0.17834680300115072,-0.4294531758261365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Open Season ,-1.1883593016846732,-0.45571508556296303,-0.2500074092081839,-0.2340080389722085,-0.2950213032559197,-0.06958784992973725,-0.2752023191489469,-0.2492002951428822,0.4741023754290211,6.2,0.17834680300115072,-0.3889894980503112,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divergent ,1.2805348034364707,2.3829963180983746,-0.20367559856063056,0.41627278516536675,0.6741371386890783,0.1318262127045561,0.5770970124888729,1.5791261185324865,1.4265319946330595,6.7,0.17834680300115072,1.868020996845288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Enemy at the Gates ,0.9278356455620217,0.18944659708734096,-0.1871285233293615,-0.168979956558451,-0.4320402553929711,-0.3883148905345366,-0.3268312288015816,0.570314064725234,0.0030062169646152687,7.6,0.10200609388484248,-0.4294531758261365,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Rundown ,-0.2625240122642442,-0.10087616010529582,-0.08321289087699187,0.2862166203378517,0.22854705043850448,-0.10547812172893316,0.29751960398135396,-0.1334432371520138,-0.05145153374635917,6.7,0.17834680300115072,-0.4294531758261365,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Last Action Hero ,0.8837482508277155,-0.6734571534574406,-0.15237966534369649,-0.45055155341002107,-0.3413626724339794,-0.22707650528740284,-0.4691538672714213,0.024318100057120557,-0.016755518221246473,6.2,0.11098735378087875,-0.4294531758261365,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Memoirs of a Geisha ,1.5450591718423077,0.5281564804787506,-0.17587651217209854,-0.4369606841855458,-0.28588670644678293,-0.2913575891068581,-0.4705792052679664,0.10889679233405195,0.08337773899311973,7.3,0.17834680300115072,-0.4294531758261365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Fast and the Furious: Tokyo Drift ,-0.2625240122642442,-0.04442451287339422,-0.03390260668781011,-0.45614396849760425,-0.38926360692091605,-0.31867704973012667,-0.5310240943807137,0.5080832930993088,0.16188888600548543,6.0,0.17834680300115072,-0.4294531758261365,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arthur Christmas ,-0.5711357754043871,0.21364016018672738,-0.25728812230994225,-0.4290922862134811,-0.31083975138881503,-0.10333541893495131,-0.45331677842091983,-0.4469174074228008,-0.0679484432026673,7.1,0.2457062522214227,-0.4294531758261365,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Meet Joe Black ,2.9999431980744102,-0.5282957748611222,-0.22551773786590568,0.2862166203378517,2.0109074034407994,-0.10869217591990592,0.6681074830830879,0.4386264065194836,-0.09420637316112056,7.1,0.20079995274124138,0.03941910431088892,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Collateral Damage ,-0.08617443332701963,-0.22990849663535662,-0.22651056237978184,-0.4504214972451936,-0.4010717442595562,-0.31171326564968566,-0.5191462777428376,-0.2747436170854293,-0.15945912348574937,5.5,0.17834680300115072,-0.3853322942652424,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mirror Mirror ,-0.17434922279563192,1.762028198547457,-0.006765403308528872,0.0261042906828216,-0.242441672842352,0.02951215429192304,0.008439942163534126,-0.21228744370864847,0.19680144660558171,5.6,0.17834680300115072,0.4145169284205093,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Pilgrim vs. the World ,0.09017514561020494,1.8507379299118738,0.07166773328768641,0.15616045551033667,-0.2170430378120693,-0.018698658572668454,0.0735303773390951,1.1340438436150746,-0.281919787058677,7.5,0.06608105430069743,1.2584870326671551,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Core ,1.1041852244992463,-0.11700520217155341,-0.24735987717118083,-0.4359852629493394,-0.3629737917141322,-0.34706786175038606,-0.5202548739623727,-0.171244436663149,-0.287402990097779,5.4,0.06608105430069743,-0.4294531758261365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Nutty Professor II: The Klumps ,-0.04208703859271348,-0.5605538589936374,-0.23015091893066103,-0.45438821027243276,-0.3079434158151863,-0.0979786619499967,-0.44745705554623433,-0.42076417486029144,1.0324924261762887,4.3,0.08853420404078809,-0.41191735254901174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Scooby-Doo ,-1.0560971174817546,-0.2057149335359702,-0.23710069052779403,-0.2340080389722085,0.005752006313217594,-0.258681371498635,-0.2607377779988222,-0.2084025782380197,1.4616919944157563,4.9,0.17385617305313258,-0.4294531758261365,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dredd ,-0.6593105648729994,2.165254250203897,-0.24669799416193006,-0.4675238829200118,-0.4159990122159505,-0.39313597182099574,-0.565707318963312,0.666911973893377,-0.5409347684524201,7.1,-0.04618469439975587,1.7273593128041804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Click ,-0.13026182806132577,0.07654330262353778,-0.20863972113001125,0.22118853792409418,-0.2170430378120693,-0.2790370480414625,0.07421665118928349,0.9522042958439544,1.2333785836355984,6.4,0.11098735378087875,-0.10124257973021872,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Cats & Dogs: The Revenge of Kitty Galore ,-1.2324466964189793,-0.5847474220930238,-0.23875539805092091,-0.43071798827382507,-0.27051384840213816,-0.0744089312161964,-0.42063958509271854,-0.6140660646087447,-0.10896080054671434,4.3,0.17834680300115072,-0.4294531758261365,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jumper ,-0.9679223280131424,0.6007371697769098,-0.1871285233293615,0.6113570324066394,0.4513420945637914,-0.12476244687476976,0.5579341349797661,0.929405571691237,0.41492810520040907,6.1,0.17834680300115072,-0.4294531758261365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Hellboy II: The Golden Army ,0.44287430348465406,1.4636409203216914,-0.2592737713376945,-0.299036121385966,-0.40218571948018267,-0.3181413740316312,-0.404485754465207,0.6998206295182936,0.3517157832707415,7.0,0.17834680300115072,-0.2887914917850289,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Zodiac ,2.294544882325512,1.721705593381813,6.690497825795306,0.8714693620616696,2.902087579941947,-0.13869001503565176,1.3532199467557808,1.3154126994947022,-0.25967140547956213,7.7,0.08853420404078809,0.13319356033829402,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
